未来预测值
0.1963542758981256
0.21432238009067006
0.2314523052378998
0.24858991597004407
0.2656053091571194
0.282599978606222
0.2995153600831171
0.3164666391615087
0.33333591069167645
0.35021281805963983
0.36712618361616534
0.3840100483954889
0.40090418981302944
0.417772298547229
0.43465174907808224
0.45153415513548084
0.4683982402189562
0.48527993228559263
0.5021505555321587
0.51900074361538
