aweme_id,aweme_type,title,desc,create_time,user_id,sec_uid,short_user_id,user_unique_id,user_signature,nickname,avatar,liked_count,collected_count,comment_count,share_count,ip_location,last_modify_ts,aweme_url
7376252624766586112,0,拓印佛像 老人看似大逆不道有违常理的行为，实则是在完成一项意义非凡的工作#非遗文化 #拓印石雕 #匠人精神 #纪录片,拓印佛像 老人看似大逆不道有违常理的行为，实则是在完成一项意义非凡的工作#非遗文化 #拓印石雕 #匠人精神 #纪录片,1717473540,110493498378,MS4wLjABAAAArW2uZM4LSKZ9N219N5YpNFaM110jEFkvhPSkKr_3Bo0,,,,敏锐视界,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c001_owERINDnAIbAKdwAtk7fAEIQHAein9Ann8Chgg.jpeg?from=327834062,199,14,15,6,,1717587326793,https://www.douyin.com/video/7376252624766586112
7376811223179939123,0,#卢麒元#韩愈的文学成就#文艺载道，规矩与无形，简单明了，气势如虹，古文运动#,#卢麒元#韩愈的文学成就#文艺载道，规矩与无形，简单明了，气势如虹，古文运动#,1717547713,102690233587,MS4wLjABAAAAXTrMigQidP-WnTYwSu8YUx5vw95DjcxyWtV0YZ_4Z-0,,,,墨心好物,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c001_ooheJCIvKDU6AJzJCgt7fRADA1EHuAOxA89ymA.jpeg?from=327834062,117,9,18,0,,1717587326793,https://www.douyin.com/video/7376811223179939123
7376160344332455194,0,#历史故事 #传统文化 历史上杨贵妃给安禄山洗澡 是真的吗？,#历史故事 #传统文化 历史上杨贵妃给安禄山洗澡 是真的吗？,1717396179,3773140933819812,MS4wLjABAAAARhL7zB2sPhTitjeKhWy9nmHlyPSBqlZWOAzLw4oWa_g_4yCM2jv79zdbBXVb1MZ9,,,,北北✨小書館,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_90f1907025a5371c0ab38c8ab1806f34.jpeg?from=327834062,621,56,54,23,,1717587326793,https://www.douyin.com/video/7376160344332455194
7376433474577681704,0,“泱泱中华，历史何其悠久，文明何其博大，这是我们的自信之基、力量之源。”谈及文化传承发展，习近平总书记总是饱含深情。文化传承发展座谈会召开一年了，重温历年来总书记关于文化传承发展的……版本过低，升级后可展示全部信息,“泱泱中华，历史何其悠久，文明何其博大，这是我们的自信之基、力量之源。”谈及文化传承发展，习近平总书记总是饱含深情。文化传承发展座谈会召开一年了，重温历年来总书记关于文化传承发展的……版本过低，升级后可展示全部信息,1717459773,4023803148765692,MS4wLjABAAAAWcqSkAMcx094bjzzQtaCBbvHFj3sRUtsh5Fy-ZNhcy7uyrtutNB-OkRNC8DCaWXM,,,,晋中政法,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_462469ad05a140e09db5a7b2a32b2914.jpeg?from=327834062,1073,28,4,17,,1717587326793,https://www.douyin.com/video/7376433474577681704
7375928281582882088,0,陕西，这片古老的土地，充满了浓厚的历史文化和壮丽的自然景观#海哥量地球 #陕西文旅 #陕西文化,陕西，这片古老的土地，充满了浓厚的历史文化和壮丽的自然景观#海哥量地球 #陕西文旅 #陕西文化,1717342147,1506768421401786,MS4wLjABAAAAe_YU53h4vVs-AePOxjpVBaWUkP_k_QzpXTrSjh5a1qdGQIaBWegL_uKtWuci9SM2,,,,隔壁王先生,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_37d488bf9dd63dbb1511c0c094cdc996.jpeg?from=327834062,2808,21,224,6,,1717587326793,https://www.douyin.com/video/7375928281582882088
7376197694483746063,0,淮南这个地名 到底叫了多少年#皖上好群姐陪你看安徽  #安徽淮南 #旅行推荐官 #我为家乡代言 #地名,淮南这个地名 到底叫了多少年#皖上好群姐陪你看安徽  #安徽淮南 #旅行推荐官 #我为家乡代言 #地名,1717404869,100768311828,MS4wLjABAAAAEWmjlKZoV1Glanl5qLiQBpRRP2puf7FdEWz2Ns90R7M,,,,周群,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_d076ed8291d27e6f467a3e8fc41491e4.jpeg?from=327834062,39025,2671,3932,6596,,1717587326798,https://www.douyin.com/video/7376197694483746063
7376852715596533003,0,一个了解深圳历史文化最快捷的地方，从古到今多方位了解一夜城#在家云游博物馆 #历史建筑 #展馆 #深圳博物馆 #深圳博物馆历史民俗馆 #市民中心 #了解深圳的发展史 #深圳的发展历程 #深圳发展速度 #深圳博物馆攻略 ,一个了解深圳历史文化最快捷的地方，从古到今多方位了解一夜城#在家云游博物馆 #历史建筑 #展馆 #深圳博物馆 #深圳博物馆历史民俗馆 #市民中心 #了解深圳的发展史 #深圳的发展历程 #深圳发展速度 #深圳博物馆攻略 ,1717557377,108180167037,MS4wLjABAAAAK-w2KhwOsDw7_IbiFaPY48JvRh3_6ss2BfFpmJPxdPo,,,,属猪的(实在),https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c001_owmcAPYI6A5YBU02BA6FeaLjhF79RAf1HQfEAX.jpeg?from=327834062,7,1,0,0,,1717587328401,https://www.douyin.com/video/7376852715596533003
7376529513368390948,0,哒哒国外宣传中国文化竟被外国人拦下 #哒哒看世界  #海外生活   #让世界看到中国的美  #汉服   #传递中国文化,哒哒国外宣传中国文化竟被外国人拦下 #哒哒看世界  #海外生活   #让世界看到中国的美  #汉服   #传递中国文化,1717482161,4429313179396942,MS4wLjABAAAAgSowMl5hPkXOSvzmJO0osIkDFzSYh0HzgbBnOKfWvgELEFvp44H2pljyWpnz8JWU,,,,哒哒爱世界.,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_e51e602a2868927adbb15f6db6de0543.jpeg?from=327834062,261,6,20,1,,1717587328404,https://www.douyin.com/video/7376529513368390948
7376966862162119976,0,无锡四大历史文化街区之一 小娄巷是无锡谈氏和秦氏两大名门望族的世居之地，自宋代开始，这里便孕育了无数的人才。曾经，这里出过一位状元，十三位进士，还有十五位举人。#吹爆美好目的地 #无锡文旅 #无锡,无锡四大历史文化街区之一 小娄巷是无锡谈氏和秦氏两大名门望族的世居之地，自宋代开始，这里便孕育了无数的人才。曾经，这里出过一位状元，十三位进士，还有十五位举人。#吹爆美好目的地 #无锡文旅 #无锡,1717583948,107670317223,MS4wLjABAAAAfxR9625xU7Q47VspbU6eJ4v7lmdZ-SCKrmDEEXxbSZo,,,,人文梁溪,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_8e9c95e37262fecb7daa75eefa8afe10.jpeg?from=327834062,2,0,0,0,,1717587328405,https://www.douyin.com/video/7376966862162119976
7376646177170705718,0,这里被称为蚌埠最神秘的地方，这里有国内罕见的圆形国君墓葬！#安徽 #安徽蚌埠 #古墓 #历史古迹 #淮水东流出品 ,这里被称为蚌埠最神秘的地方，这里有国内罕见的圆形国君墓葬！#安徽 #安徽蚌埠 #古墓 #历史古迹 #淮水东流出品 ,1717509296,76682444953,MS4wLjABAAAAqOi1-MeFkuuyWNwUPNAk5JEPCs3pf7PAIPAez4ccuis,,,,淮水东流,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c001_oQAXeTob9lDDBCAfCVnRX28IAyRKgA6IAZGAQA.jpeg?from=327834062,108,8,7,6,,1717587328405,https://www.douyin.com/video/7376646177170705718
7376939075695086858,0,#老祖宗的智慧 #中华文化 #文字的力量 #每日一读 #文学,#老祖宗的智慧 #中华文化 #文字的力量 #每日一读 #文学,1717577482,2335784315651384,MS4wLjABAAAAvkbUxd5K7lHW-z5BElwoV3gGYSeiVHZOO04BGQRXFLjtFolYvCMXXWNFoIdikU0t,,,,快快乐乐hr,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_owfrcKyAAACEANgfsiDhCmIDXEAQUV9PFFjABX.jpeg?from=327834062,5,0,0,0,,1717587328405,https://www.douyin.com/video/7376939075695086858
7376207580244364555,0,一代“针灸鼻祖” 皇甫谧 #皇甫谧 #历史 #传奇人物,一代“针灸鼻祖” 皇甫谧 #皇甫谧 #历史 #传奇人物,1717414500,1834408577863827,MS4wLjABAAAA3B-mvxOxVP65Z08iXN_Nol9rJ2ShNmORiIdzjtPOj9lNX5XdVtM2sa-Vrm1j2qpL,,,,中医养生说,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-c9aec8xkvj_869048d67c3d466487eae3b5f03eac65.jpeg?from=327834062,54,15,3,5,,1717587328405,https://www.douyin.com/video/7376207580244364555
7376616618748628265,0,金灿荣教授谈天下，谈国家属性，谈中国天下世界观。#人物故事 #社会百态 #原创视频 #世界和平,金灿荣教授谈天下，谈国家属性，谈中国天下世界观。#人物故事 #社会百态 #原创视频 #世界和平,1717502406,2502960700196756,MS4wLjABAAAA69rkMuczT43PNAQq5-2JHYo8CUhxu7jV5zyNgqwD4r3orqeDQ9jcw0QBfcVqEszj,,,,缤纷世界,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c001_o4Tsei41yEDAAAAPVC1fPCrhIXzAwDApYgNdbT.jpeg?from=327834062,378,71,3,19,,1717587328405,https://www.douyin.com/video/7376616618748628265
7376197692839529778,0,东汉末代皇后伏寿一生#中华文化 故事,东汉末代皇后伏寿一生#中华文化 故事,1717404869,72684539138,MS4wLjABAAAAJceOVPN3AsvqD_1GwiK-yphKn8sa8_RNlqLMot2YN5w,,,,完璧归赵,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_0aa37a3f6ce4e518a050bd98ec8ba99b.jpeg?from=327834062,24,3,2,0,,1717587328410,https://www.douyin.com/video/7376197692839529778
7376876840469712165,0,这段历史永不能忘，让我们了解学习这些伟大的精神，从优秀的书籍中找到培养下一代立志，德性教育的方法。#郭继承#弘扬传统文化#致敬先烈#勿忘国耻,这段历史永不能忘，让我们了解学习这些伟大的精神，从优秀的书籍中找到培养下一代立志，德性教育的方法。#郭继承#弘扬传统文化#致敬先烈#勿忘国耻,1717562997,396305011051404,MS4wLjABAAAAeXppC69LtaX_ihdBSWZEdNPKw9i7fOmG4tZmVd3DM7k,,,,继承之论,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c001_oUEL3ou7nQQ9BX6BDLlALfnO8rbAAEeAOgEeAd.jpeg?from=327834062,10,3,0,1,,1717587328410,https://www.douyin.com/video/7376876840469712165
7376278495250435339,0,峨眉山文化底蕴深厚。佛教、道教、武术、山茶文化在峨眉山蓬勃发展，多位历史名人在此留下诗篇；1996年，峨眉山绝大部分文物被联合国教科文组织列入《世界文化遗产》名录。,峨眉山文化底蕴深厚。佛教、道教、武术、山茶文化在峨眉山蓬勃发展，多位历史名人在此留下诗篇；1996年，峨眉山绝大部分文物被联合国教科文组织列入《世界文化遗产》名录。,1717423681,98625094678,MS4wLjABAAAAn9lScynmOvqlVVZrmzjp3YlXxalfE83M6f5e-MERQNg,,,,小枫旅行玩乐,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_32596cc7b89243069896be80bd4de258.jpeg?from=327834062,1181,63,126,7,,1717587328410,https://www.douyin.com/video/7376278495250435339
7376966862162119976,0,无锡四大历史文化街区之一 小娄巷是无锡谈氏和秦氏两大名门望族的世居之地，自宋代开始，这里便孕育了无数的人才。曾经，这里出过一位状元，十三位进士，还有十五位举人。#吹爆美好目的地 #无锡文旅 #无锡,无锡四大历史文化街区之一 小娄巷是无锡谈氏和秦氏两大名门望族的世居之地，自宋代开始，这里便孕育了无数的人才。曾经，这里出过一位状元，十三位进士，还有十五位举人。#吹爆美好目的地 #无锡文旅 #无锡,1717583948,107670317223,MS4wLjABAAAAfxR9625xU7Q47VspbU6eJ4v7lmdZ-SCKrmDEEXxbSZo,,,,人文梁溪,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_8e9c95e37262fecb7daa75eefa8afe10.jpeg?from=327834062,2,0,0,0,,1717587330141,https://www.douyin.com/video/7376966862162119976
7376197692839529778,0,东汉末代皇后伏寿一生#中华文化 故事,东汉末代皇后伏寿一生#中华文化 故事,1717404869,72684539138,MS4wLjABAAAAJceOVPN3AsvqD_1GwiK-yphKn8sa8_RNlqLMot2YN5w,,,,完璧归赵,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_0aa37a3f6ce4e518a050bd98ec8ba99b.jpeg?from=327834062,24,3,2,0,,1717587330143,https://www.douyin.com/video/7376197692839529778
7375861069593480475,0,牢记历史 勿忘国耻#康华兰 #国学文化 #勿忘国耻,牢记历史 勿忘国耻#康华兰 #国学文化 #勿忘国耻,1717326487,1326441094715388,MS4wLjABAAAA-KNzwNDz_O5mSSgKfR1z0wjKOZ0MwcWRQpAfzbwrn0qq0ZTRafRsXJhStvBxSwse,,,,康华兰讲国学智慧,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/douyin-user-image-file_d6023ff71ff4fb6673136523a802f518.jpeg?from=327834062,975,42,53,36,,1717587330144,https://www.douyin.com/video/7375861069593480475
7376666083559738663,0,开封是首批国家历史文化名城，华夏文明发祥地，八朝古都名不虚传 #文物古迹 #文化旅游 #vlog #原创自拍 #房车自驾游 #床车改装 #床车旅行 #无人机航拍 #露营漫时光 #开封旅游攻略,开封是首批国家历史文化名城，华夏文明发祥地，八朝古都名不虚传 #文物古迹 #文化旅游 #vlog #原创自拍 #房车自驾游 #床车改装 #床车旅行 #无人机航拍 #露营漫时光 #开封旅游攻略,1717513933,3197031790419331,MS4wLjABAAAAFlPdPOTcqGhiJc3BXXvlheSYTUzDNDFp_-VW6QR-MapH1ySYx_nPKq0oy6IzWddw,,,,华哥的床车漫游,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/mosaic-legacy_2e6d40002afc1046c2d8a.jpeg?from=327834062,19,2,4,0,,1717587330144,https://www.douyin.com/video/7376666083559738663
7375882174769155338,0,宁愿看儿子的屁股，也不愿看女婿的脸 #读书 #历史 #文化 #文物 #熊家铺韩伟,宁愿看儿子的屁股，也不愿看女婿的脸 #读书 #历史 #文化 #文物 #熊家铺韩伟,1717331403,4503660155456099,MS4wLjABAAAAEOKsWPmEbCxcUaFTx4x4dYmIJKvdodBU_AeycgGPvrtKarkZ91rHxqKQIMe8puCG,,,,语妙天下,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_5dc4d0920cac8e4da80dbfd651a19288.jpeg?from=327834062,9656,1587,258,959,,1717587330144,https://www.douyin.com/video/7375882174769155338
7376090852269051175,0,追求文明，不要崇拜恶魔 #中华文化 #中国历史 #华夏文明 #现代文明与历史文化的交融,追求文明，不要崇拜恶魔 #中华文化 #中国历史 #华夏文明 #现代文明与历史文化的交融,1717379992,4402886688653032,MS4wLjABAAAAhJip0RjjYrjJF3K8ysold4oqAsIU2nvxWlS2Vej1cJrycd3LoSZ8i3FqtywBb6oE,,,,愿为小相,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_oA9ADBAeIIAXF7AADgBdajQflQeYnb3EEN2L03.jpeg?from=327834062,1291,24,133,21,,1717587330144,https://www.douyin.com/video/7376090852269051175
7376278495250435339,0,峨眉山文化底蕴深厚。佛教、道教、武术、山茶文化在峨眉山蓬勃发展，多位历史名人在此留下诗篇；1996年，峨眉山绝大部分文物被联合国教科文组织列入《世界文化遗产》名录。,峨眉山文化底蕴深厚。佛教、道教、武术、山茶文化在峨眉山蓬勃发展，多位历史名人在此留下诗篇；1996年，峨眉山绝大部分文物被联合国教科文组织列入《世界文化遗产》名录。,1717423681,98625094678,MS4wLjABAAAAn9lScynmOvqlVVZrmzjp3YlXxalfE83M6f5e-MERQNg,,,,小枫旅行玩乐,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_32596cc7b89243069896be80bd4de258.jpeg?from=327834062,1181,63,126,7,,1717587330150,https://www.douyin.com/video/7376278495250435339
7376534985781628172,0,中国历史编年分段（下）#历史故事#文化自信 #晚清 #抖音小助手dou上热门,中国历史编年分段（下）#历史故事#文化自信 #晚清 #抖音小助手dou上热门,1717483407,62922333123,MS4wLjABAAAAgR6tcxqdERuvWwbOb6UaYtL5pcQK9AZDCtGrCzp0LVE,,,,大龙有话说,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_e40b58116d2ef066f8e74356a1974548.jpeg?from=327834062,12,2,3,2,,1717587330150,https://www.douyin.com/video/7376534985781628172
7376095725127617826,0,#原创作品 #姓氏 #满族 #文化 #历史,#原创作品 #姓氏 #满族 #文化 #历史,1717381132,111189090195,MS4wLjABAAAAhyOqjDz61QqBwYEqb-8JiWPTXrQOiooN4c7rwfE1qyY,,,,乌勒黑苏ᡠᠯᡥᡳᠰᡠ,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_oobl2m9CAbnkoRhDpBeZKEAkAeAGIgCHQlACFA.jpeg?from=327834062,111,14,17,4,,1717587330150,https://www.douyin.com/video/7376095725127617826
7375851652995140899,0,请问秦始皇最震撼人心的一句话是？ #中国文化 #历史 #百科知识 #文学 #知识分享,请问秦始皇最震撼人心的一句话是？ #中国文化 #历史 #百科知识 #文学 #知识分享,1717324313,95705449385,MS4wLjABAAAAtV_tiSMZJ94eaMUbuCHBMZi0Z1PVqApDVIyqr_GgYXs,,,,玉玉读书,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_9213c86f18bc4696ea762e4a4f2b0b8c.jpeg?from=327834062,133,34,6,32,,1717587330150,https://www.douyin.com/video/7375851652995140899
7376223239871286562,0,一代等于多少年一世等于多少年？#百科知识 #历史文化,一代等于多少年一世等于多少年？#百科知识 #历史文化,1717410833,1455371377454637,MS4wLjABAAAAv2eTcQoJTFSI_p8_s_P3KwAS6UEEdX-twtoSPNMbe-52YvtfcbWWoPcTJOwxm_8H,,,,构方梦玉读书,https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_9110be21e63a299571bc002a09f3a07b.jpeg?from=327834062,68,16,2,15,,1717587331868,https://www.douyin.com/video/7376223239871286562
